,web-scraper-order,web-scraper-start-url,type,image_link,image_link-href,award,address,toilet_name,district_name,coords
65,1647935913-3893,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,SingPost Centre,https://www.toilet.org.sg/gallery/335/5-star-toilet-singpost-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Singpost Centre, 10 Eunos Rd, S(408600)",SingPost Centre,South East District,"(1.318903, 103.894049)"
66,1647935913-3861,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Eunos Bus Interchange,https://www.toilet.org.sg/gallery/289/3-star-toilet-eunos-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","409 Eunos Road 2, S(409388)",Eunos Bus Interchange,South East District,"(1.3194036, 103.9018975)"
67,1647935913-3746,https://www.toilet.org.sg/loomapdirectory,MRT Station,Tanjong Pagar MRT Station,https://www.toilet.org.sg/gallery/93/4-star-toilet-tanjong-pagar-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","120 Maxwell Road, S(069119)",Tanjong Pagar MRT Station,Central District,"(1.2767709, 103.8451658)"
68,1647935913-3838,https://www.toilet.org.sg/loomapdirectory,MRT Station,Dover MRT Station (EW22),https://www.toilet.org.sg/gallery/348/4-star-toilet-dover-mrt-station-ew22,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","200 Commonwealth Avenue West, S(138677)",Dover MRT Station (EW22),North West District,"(1.3114722, 103.7784322)"
69,1647935913-3655,https://www.toilet.org.sg/loomapdirectory,Government Office,Maritime and Port Authority of Singapore,https://www.toilet.org.sg/gallery/411/5-star-toilet-maritime-and-port-authority-of-singapore,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","460 Alexandra Road, #18-00, S(119963)",Maritime and Port Authority of Singapore,Central District,"(1.2736761, 103.8015216)"
70,1647935913-3902,https://www.toilet.org.sg/loomapdirectory,Dormitory,,,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","5 Jalan Papan Road, S(619396)",Aspri-Westlite Construction Site,South West District,"(1.322186, 103.7280569)"
71,1647935913-3951,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Gek Poh Shopping Centre,https://www.toilet.org.sg/gallery/167/3-star-toilet-gek-poh-shopping-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 762, Jurong West Street 75, S(640762)",Gek Poh Shopping Centre,South West District,"(1.3489162, 103.6976086)"
72,1647935913-3679,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Hong Lim Market & Food Centre,https://www.toilet.org.sg/gallery/383/3-star-toilet-hong-lim-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 531A Upper Cross Street, S(510531)",Hong Lim Market & Food Centre,Central District,"(1.2853166, 103.8458369)"
73,1647935913-3881,https://www.toilet.org.sg/loomapdirectory,MRT Station,Paya Lebar MRT Station,https://www.toilet.org.sg/gallery/147/4-star-toilet-paya-lebar-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","30 Paya Lebar Road, S(409006)",Paya Lebar MRT Station,South East District,"(1.3181412, 103.8931028)"
74,1647935913-3804,https://www.toilet.org.sg/loomapdirectory,MRT Station,Kembangan MRT Station,https://www.toilet.org.sg/gallery/99/4-star-toilet-kembangan-mrt,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","55 Sims Avenue East, S(416551)",Kembangan MRT Station,North East District,"(1.3209589, 103.9126762)"
75,1647935913-3645,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Shenton Way Bus Terminal,https://www.toilet.org.sg/gallery/292/4-star-toilet-shenton-way-bus-terminal,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","31 Shenton Way, S(079121)",Shenton Way Bus Terminal,Central District,"(1.2746784, 103.8476788)"
76,1647935913-3830,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Yishun Integrated Hub Bus Interchange,https://www.toilet.org.sg/gallery/138/5-star-toilet-yishun-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","20A Yishun Central, S(768830)",Yishun Integrated Hub Bus Interchange,North West District,"(1.4294629, 103.837294)"
77,1647935913-3805,https://www.toilet.org.sg/loomapdirectory,MRT Station,Kovan MRT Station (NE13),https://www.toilet.org.sg/gallery/322/4-star-toilet-kovan-mrt-ne13,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","900 Upper Serangoon Rd, S(534799)",Kovan MRT Station (NE13),North East District,"(1.359923, 103.885144)"
78,1647935913-3919,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Pasir Panjang Food Centre,https://www.toilet.org.sg/gallery/160/4-star-toilet-pasir-panjang-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","121 Pasir Panjang Road, S(118543)",Pasir Panjang Food Centre,South West District,"(1.2759677, 103.7913379)"
79,1647935913-3664,https://www.toilet.org.sg/loomapdirectory,Library,National Library,https://www.toilet.org.sg/gallery/69/5-star-toilet-national-library,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","100 Victoria Street, S(188064)",National Library,Central District,"(1.2974415, 103.8541438)"
80,1647935913-3866,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Blk 16 Bedok South Road Market & Food Centre,https://www.toilet.org.sg/gallery/392/4-star-toilet-blk-16-bedok-south-road-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 16, Bedok South Road, S(460016)",Blk 16 Bedok South Road Market & Food Centre,South East District,"(1.3205358, 103.9355169)"
81,1647935913-3729,https://www.toilet.org.sg/loomapdirectory,MRT Station,Marina Bay MRT Station,https://www.toilet.org.sg/gallery/77/4-star-toilet-marina-bay-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","21 Marina Station Road, S(018990)",Marina Bay MRT Station,Central District,"(1.276274, 103.854629)"
82,1647935913-3816,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Elias Mall,https://www.toilet.org.sg/gallery/117/4-star-toilet-elias-mall,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 625, Level 1 & 2, Elias Road, S(510625)",Elias Mall,North East District,"(1.3729979, 103.9401392)"
83,1647935913-3788,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Tampines Bus Interchange,https://www.toilet.org.sg/gallery/315/4-star-toilet-tampines-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","512 Tampines Central 1, S(520512)",Tampines Bus Interchange,North East District,"(1.3536424, 103.9430565)"
84,1647935913-3774,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,Sentosa Boardwalk,https://www.toilet.org.sg/gallery/333/5-star-toilet-sentosa-boardwalk,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>",Sentosa Boardwalk,Sentosa Boardwalk,Central District,"(1.2600847, 103.8231988)"
85,1647935913-3920,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Taman Jurong Market & Food Centre,https://www.toilet.org.sg/gallery/161/5-star-toilet-taman-jurong-market-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3 Yung Sheng Road, S(618499)",Taman Jurong Market & Food Centre,South West District,"(1.3347853, 103.7215856)"
86,1647935913-3776,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,Sentosa Imbiah Station,https://www.toilet.org.sg/gallery/59/5-star-toilet-sentosa-imbiah-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Imbiah Express Station, Sentosa, S(099981)",Sentosa Imbiah Station,Central District,
87,1647935913-3940,https://www.toilet.org.sg/loomapdirectory,MRT Station,Pasir Panjang MRT station,https://www.toilet.org.sg/gallery/197/4-star-toilet-pasir-panjang-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","71, Farrer Road, S(268857)",Pasir Panjang MRT station,South West District,"(1.3174314, 103.8077866)"
88,1647935913-3912,https://www.toilet.org.sg/loomapdirectory,Industrial Complex,Jurong Port Offshore Marine Centre,https://www.toilet.org.sg/gallery/311/3-star-toilet-jurong-port-off-shore-marine-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","101 Tuas South Avenue, S(637423)",Jurong Port Offshore Marine Centre,South West District,"(1.2909697, 103.6193621)"
89,1647935913-3785,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Hougang Bus Interchanage,https://www.toilet.org.sg/gallery/310/3-star-toilet-hougang-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","840 Hougang Central, S(53877)",Hougang Bus Interchanage,North East District,"(1.3708569, 103.8930782)"
90,1647935913-3705,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bright Hill MRT Station (TE7),https://www.toilet.org.sg/gallery/416/4-Star-Toilet-Bright-Hill-Mrt-Station-TE7-,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","100 Sin Ming Avenue, S(575737)",Bright Hill MRT Station (TE7),Central District,"(1.3627468, 103.8374238)"
91,1647935913-3748,https://www.toilet.org.sg/loomapdirectory,MRT Station,Upper Thomson MRT Station (TE8),https://www.toilet.org.sg/gallery/421/4-Star-Toilet-Upper-Thomson-Mrt-Station-TE8-,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Jalan Keli, S(577937)",Upper Thomson MRT Station (TE8),Central District,"(1.3539717, 103.8338127)"
92,1647935913-3896,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Choa Chu Kang Bus Interchange,https://www.toilet.org.sg/gallery/180/5-star-toilet-choa-chu-kang-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","301 Choa Chu Kang Central Avenue 3, S(689811)",Choa Chu Kang Bus Interchange,South West District,"(1.382925, 103.744482)"
93,1647935913-3787,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Sengkang Bus Interchange,https://www.toilet.org.sg/gallery/314/3-star-toilet-sengkang-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","13 Sengkang Square, S(545077)",Sengkang Bus Interchange,North East District,"(1.3914826, 103.8959744)"
94,1647935913-3699,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bishan MRT station,https://www.toilet.org.sg/gallery/83/4-star-toilet-bishan-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","200 Bishan Road, S(579827)",Bishan MRT station,Central District,"(1.3507653, 103.848362)"
95,1647935913-3833,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Holland Village Market & Food Centre,https://www.toilet.org.sg/gallery/126/3-star-toilet-holland-village-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Lorong Mambong, S(277700)",Holland Village Market & Food Centre,North West District,"(1.311087, 103.7949113)"
96,1647935913-3906,https://www.toilet.org.sg/loomapdirectory,Foodcourt,Kopitiam,https://www.toilet.org.sg/gallery/177/5-star-toilet-kopitiam-national-university-hospital,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","5 Lower Kent Ridge Rd, #01-01, S(119074)",Kopitiam,South West District,
97,1647935913-3907,https://www.toilet.org.sg/loomapdirectory,Government Office,,,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3, Sakra Road, S(627878)","JTC, Chemgallery at Oasis @ Sakra",South West District,"(1.2675487, 103.704573)"
98,1647935913-3921,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Timbre + Ayer Rajah Crescent Hawker Centre,https://www.toilet.org.sg/gallery/269/3-stars-timbre-ayer-rajah-crescent-hawker-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","73A Ayer Rajah Crescent, S(139957)",Timbre + Ayer Rajah Crescent Hawker Centre,South West District,"(1.297437, 103.7875057)"
99,1647935913-3824,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,White Sands,https://www.toilet.org.sg/gallery/115/4-and-5-star-toilet-white-sands,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Pasir Ris Central Street 3, S(518457)",White Sands,North East District,"(1.3724166, 103.9496584)"
100,1647935913-3643,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Kent Ridge Bus Terminal,https://www.toilet.org.sg/gallery/304/3-star-toilet-kent-ridge-bus-terminal,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","37B, Clementi Road, S(884005)",Kent Ridge Bus Terminal,Central District,"(1.2942117, 103.7690639)"
101,1647935913-3835,https://www.toilet.org.sg/loomapdirectory,MRT Station,Admiralty MRT Station,https://www.toilet.org.sg/gallery/121/4-star-toilet-admiralty-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","70 Woodlands Avenue, S(738344)",Admiralty MRT Station,North West District,"(1.440681, 103.800957)"
102,1647935913-3717,https://www.toilet.org.sg/loomapdirectory,MRT Station,Farrer Park MRT Station (NE8),https://www.toilet.org.sg/gallery/357/3-star-toilet-farrer-park-mrt-station-ne8,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","250 Race Course Road, S(218703)",Farrer Park MRT Station (NE8),Central District,"(1.312604, 103.854359)"
103,1647935913-3692,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Whampoa Drive Makan Place@Blk 90,https://www.toilet.org.sg/gallery/341/3-star-toilet-whampoa-drive-makan-place-blk-90,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 90 Whampoa Drive, S(320090)",Whampoa Drive Makan Place@Blk 90,Central District,"(1.3230663, 103.8550175)"
104,1647935913-3910,https://www.toilet.org.sg/loomapdirectory,Industrial Complex,CleanTech Two,https://www.toilet.org.sg/gallery/280/5-Star-Toilet-Cleantech-2,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3 Cleantech Loop, S(637143)",CleanTech Two,South West District,"(1.3551615, 103.6935338)"
105,1647935913-3691,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Upper Boon Keng Market & Food Centre,https://www.toilet.org.sg/gallery/340/3-star-toilet-upper-boon-keng-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 17, Upper Boon Keng Road, S(380017)",Upper Boon Keng Market & Food Centre,Central District,"(1.3150436, 103.8717193)"
106,1647935913-3744,https://www.toilet.org.sg/loomapdirectory,MRT Station,Rochor MRT Station (DT13),https://www.toilet.org.sg/gallery/326/4-star-toilet-rochor-mrt-stationn-dt13,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","11 Rochore Canal Road, S(188505)",Rochor MRT Station (DT13),Central District,"(1.3035563, 103.8525538)"
107,1647935913-3709,https://www.toilet.org.sg/loomapdirectory,MRT Station,Chinatown MRT Station (NE4),https://www.toilet.org.sg/gallery/358/4-star-toilet-chinatown-mrt-station-ne4,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","151 New Bridge Road, (059443)",Chinatown MRT Station (NE4),Central District,"(1.2842667, 103.8426745)"
108,1647935913-3731,https://www.toilet.org.sg/loomapdirectory,MRT Station,Marymount Station,https://www.toilet.org.sg/gallery/79/4-star-toilet-marymount-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","60 Marymount Road, S(573993)",Marymount Station,Central District,"(1.3485793, 103.839615)"
109,1647935913-3767,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,Tiong Bahru Plaza,https://www.toilet.org.sg/gallery/44/4-and-5-star-toilet-tiong-bahru-plaza,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","302 Tiong Bahru Road, S(168732)",Tiong Bahru Plaza,Central District,"(1.2864763, 103.8271508)"
110,1647935913-3745,https://www.toilet.org.sg/loomapdirectory,MRT Station,Steven Road MRT Station (DT10),https://www.toilet.org.sg/gallery/330/4-star-toilet-steven-road-mrt-station-dt10,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","92 Steven Road, S(257877)",Steven Road MRT Station (DT10),Central District,"(1.3195452, 103.8257736)"
111,1647935913-3783,https://www.toilet.org.sg/loomapdirectory,Tourist Attraction,The Fullerton Water Boat House,https://www.toilet.org.sg/gallery/238/5-stars-the-fullerton-water-boat-house,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Fullerton Road, S(049213)",The Fullerton Water Boat House,Central District,"(1.2856406, 103.8539179)"
112,1647935913-3886,https://www.toilet.org.sg/loomapdirectory,MRT Station,Stadium MRT Station,https://www.toilet.org.sg/gallery/140/4-star-toilet-stadium-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","3 Stadium Walk, S(397692)",Stadium MRT Station,South East District,"(1.3027748, 103.8753769)"
113,1647935913-3667,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Albert Centre Market & Food Centre,https://www.toilet.org.sg/gallery/380/3-star-toilet-albert-centre-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 270 Queen Street, S(180270)",Albert Centre Market & Food Centre,Central District,"(1.3009888, 103.8540985)"
114,1647935913-3723,https://www.toilet.org.sg/loomapdirectory,MRT Station,Jalan Besar MRT Station (DT22),https://www.toilet.org.sg/gallery/204/4-star-toilet-dt22-jalan-besar-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","35B Jalan Besar, S(208800)",Jalan Besar MRT Station (DT22),Central District,"(1.304248, 103.8546483)"
115,1647935913-3926,https://www.toilet.org.sg/loomapdirectory,MRT Station,Bukit Panjang MRT Station (DT1),https://www.toilet.org.sg/gallery/360/4-star-toilet-bukit-panjang-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","950 Upper Bukit Timah Road, S(678213)",Bukit Panjang MRT Station (DT1),South West District,"(1.3762813, 103.7617401)"
116,1647935913-3867,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Dunman Food Centre,https://www.toilet.org.sg/gallery/151/3-star-toilet-dunman-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","271 Onan Road, S(424768)",Dunman Food Centre,South East District,"(1.3094236, 103.9018475)"
117,1647935913-3647,https://www.toilet.org.sg/loomapdirectory,Bus Interchange,Yio Chu Kang Bus Interchange,https://www.toilet.org.sg/gallery/390/4-star-toilet-yio-chu-kang-bus-interchange,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Ang Mo Kio Avenue 8, Singapore S(088401)",Yio Chu Kang Bus Interchange,Central District,"(1.3707675, 103.8486932)"
118,1647935913-3681,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Market Street Hawker Centre,https://www.toilet.org.sg/gallery/36/3-star-toilet-market-street-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","50, Market Street, S(048940)",Market Street Hawker Centre,Central District,"(1.284342, 103.850119)"
119,1647935913-3678,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Havelock Road Food Centre,https://www.toilet.org.sg/gallery/337/3-star-toilet-havelock-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 22A, Havelock Road, S(161022)",Havelock Road Food Centre,Central District,"(1.2883997, 103.8297321)"
120,1647935913-3660,https://www.toilet.org.sg/loomapdirectory,Government Office,PSA Vista,https://www.toilet.org.sg/gallery/62/4-star-toilet-psa-vista,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","20 Harbour Drive, #08-00, S(117612)",PSA Vista,Central District,"(1.2830867, 103.7793448)"
121,1647935913-3700,https://www.toilet.org.sg/loomapdirectory,MRT Station,Boon Keng MRT Station (NE9),https://www.toilet.org.sg/gallery/356/3-star-toilet-boon-keng-mrt-station-ne9,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","900 Serangoon Road, S(328260)",Boon Keng MRT Station (NE9),Central District,"(1.3193052, 103.8620706)"
122,1647935913-3888,https://www.toilet.org.sg/loomapdirectory,MRT Station,Ubi MRT Station (DT27),https://www.toilet.org.sg/gallery/274/4-star-toilet-ubi-mrt-station-dt27,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","51 Ubi Avenue 2, S(408899)",Ubi MRT Station (DT27),South East District,"(1.330304, 103.8996952)"
123,1647935913-3798,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Tampines Round Market & Food Centre,https://www.toilet.org.sg/gallery/331/4-star-toilet-tampines-round-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 137 Tampines Street 11, S(521137)",Tampines Round Market & Food Centre,North East District,"(1.3454824, 103.9447584)"
124,1647935913-3869,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Geylang Serai Market,https://www.toilet.org.sg/gallery/152/3-star-toilet-geylang-serai-market,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","1 Geylang Serai, S(402001)",Geylang Serai Market,South East District,"(1.3166568, 103.8981808)"
125,1647935913-3761,https://www.toilet.org.sg/loomapdirectory,Shopping Centre,New Bridge Centre,https://www.toilet.org.sg/gallery/39/4-star-toilet-new-bridge-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","336, Smith Street, S(050336)",New Bridge Centre,Central District,"(1.2828449, 103.8425941)"
126,1647935913-3661,https://www.toilet.org.sg/loomapdirectory,Government Office,The URA Centre,https://www.toilet.org.sg/gallery/406/5-star-toilet-the-ura-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","45 Maxwell Road, S(069118)",The URA Centre,Central District,"(1.2796869, 103.845221)"
127,1647935913-3944,https://www.toilet.org.sg/loomapdirectory,MRT Station,Tuas Link MRT Station,https://www.toilet.org.sg/gallery/265/4-stars-tuas-link-mrt-station,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","20 Tuas West Drive, S(638418)",Tuas Link MRT Station,South West District,"(1.340683, 103.6369046)"
128,1647935913-3948,https://www.toilet.org.sg/loomapdirectory,Private Office,CKR Contract Services Pte Ltd,https://www.toilet.org.sg/gallery/412/3-Star-Toilet-CKR-Contract-Services-Pte-Ltd,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","56 Sungei Kadut Drive, S(729573)",CKR Contract Services Pte Ltd,South West District,"(1.4126398, 103.7449371)"
129,1647935913-3673,https://www.toilet.org.sg/loomapdirectory,Market & Food Centre,Blk 69 Geylang Bahru Market & Food Centre,https://www.toilet.org.sg/gallery/396/blk-69-geylang-bahru-market-and-food-centre,"<font color=""#F7C709""><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i><i class=""fa fa-star""></i></font>","Blk 69 Geyalng Bahru, S(330069)",Blk 69 Geylang Bahru Market & Food Centre,Central District,"(1.3214913, 103.8700885)"
